c1_id,c1_code,c1_name,c1_domain,c1_class,c2_id,c2_code,c2_name,c2_domain,c2_class
35804279,8858,Toremifene monotherapy,Regimen,Regimen,42542266,8281,ER Breast cancer,Condition,Condition
35804280,8865,Abemaciclib and Anastrozole,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
35804280,8865,Abemaciclib and Anastrozole,Regimen,Regimen,42542266,8281,ER Breast cancer,Condition,Condition
35804281,8872,Abemaciclib and Letrozole,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
35804281,8872,Abemaciclib and Letrozole,Regimen,Regimen,42542266,8281,ER Breast cancer,Condition,Condition
35804282,8927,Anastrozole and Fulvestrant,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
35804282,8927,Anastrozole and Fulvestrant,Regimen,Regimen,42542266,8281,ER Breast cancer,Condition,Condition
35804283,8928,"Anastrozole, Goserelin, Ribociclib",Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
35804283,8928,"Anastrozole, Goserelin, Ribociclib",Regimen,Regimen,42542266,8281,ER Breast cancer,Condition,Condition
35804284,8935,Fulvestrant monotherapy,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
35804284,8935,Fulvestrant monotherapy,Regimen,Regimen,42542266,8281,ER Breast cancer,Condition,Condition
35804284,8935,Fulvestrant monotherapy,Regimen,Regimen,42542449,93630,PIK3CA Breast cancer,Condition,Condition
35804285,8954,Fulvestrant and Ribociclib,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
35804285,8954,Fulvestrant and Ribociclib,Regimen,Regimen,42542266,8281,ER Breast cancer,Condition,Condition
35804286,9024,Letrozole and Bevacizumab,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
35804286,9024,Letrozole and Bevacizumab,Regimen,Regimen,42542266,8281,ER Breast cancer,Condition,Condition
35804287,9025,Letrozole and Palbociclib,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
35804287,9025,Letrozole and Palbociclib,Regimen,Regimen,42542266,8281,ER Breast cancer,Condition,Condition
35804288,9026,Letrozole and Ribociclib,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
35804288,9026,Letrozole and Ribociclib,Regimen,Regimen,42542266,8281,ER Breast cancer,Condition,Condition
35804289,9027,"Goserelin, Ribociclib, Tamoxifen",Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
35804289,9027,"Goserelin, Ribociclib, Tamoxifen",Regimen,Regimen,42542266,8281,ER Breast cancer,Condition,Condition
35804290,9196,Tamoxifen and Prednisolone,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
35804290,9196,Tamoxifen and Prednisolone,Regimen,Regimen,42542266,8281,ER Breast cancer,Condition,Condition
35804291,9203,Anastrozole and Trastuzumab,Regimen,Regimen,905713,60431,ER|ERBB2 Breast cancer,Condition,Condition
35804291,9203,Anastrozole and Trastuzumab,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
35804292,9204,Lapatinib and Letrozole,Regimen,Regimen,905713,60431,ER|ERBB2 Breast cancer,Condition,Condition
35804292,9204,Lapatinib and Letrozole,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
35804293,9205,"Lapatinib, Letrozole, Trastuzumab",Regimen,Regimen,905713,60431,ER|ERBB2 Breast cancer,Condition,Condition
35804293,9205,"Lapatinib, Letrozole, Trastuzumab",Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
35804294,9212,Abemaciclib and Fulvestrant,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
35804294,9212,Abemaciclib and Fulvestrant,Regimen,Regimen,42542266,8281,ER Breast cancer,Condition,Condition
35804295,9270,Everolimus and Exemestane,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
35804295,9270,Everolimus and Exemestane,Regimen,Regimen,42542266,8281,ER Breast cancer,Condition,Condition
35804296,9288,Everolimus and Tamoxifen,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
35804296,9288,Everolimus and Tamoxifen,Regimen,Regimen,42542266,8281,ER Breast cancer,Condition,Condition
35804297,9371,Fulvestrant and Palbociclib,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
35804297,9371,Fulvestrant and Palbociclib,Regimen,Regimen,42542266,8281,ER Breast cancer,Condition,Condition
35804298,9390,ECH,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
35804298,9390,ECH,Regimen,Regimen,42542268,9391,ERBB2 Breast cancer,Condition,Condition
35804299,9399,FEC and H,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
35804299,9399,FEC and H,Regimen,Regimen,42542268,9391,ERBB2 Breast cancer,Condition,Condition
35804300,9412,TCHP (Docetaxel),Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
35804300,9412,TCHP (Docetaxel),Regimen,Regimen,42542268,9391,ERBB2 Breast cancer,Condition,Condition
35804302,9459,T-DM1 and ET,Regimen,Regimen,905713,60431,ER|ERBB2 Breast cancer,Condition,Condition
35804302,9459,T-DM1 and ET,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
35804305,9462,Trastuzumab and ET,Regimen,Regimen,905713,60431,ER|ERBB2 Breast cancer,Condition,Condition
35804305,9462,Trastuzumab and ET,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
35804306,9469,Neratinib monotherapy,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
35804306,9469,Neratinib monotherapy,Regimen,Regimen,42542268,9391,ERBB2 Breast cancer,Condition,Condition
35804306,9469,Neratinib monotherapy,Regimen,Regimen,42542275,17430,Malignant solid neoplasm ERBB2-mutated,Condition,Condition
35804306,9469,Neratinib monotherapy,Regimen,Regimen,42542276,17442,Malignant solid neoplasm ERBB3-mutated,Condition,Condition
35804307,9487,TCH (Docetaxel),Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
35804307,9487,TCH (Docetaxel),Regimen,Regimen,42542268,9391,ERBB2 Breast cancer,Condition,Condition
35804308,9488,TCyH (Docetaxel),Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
35804308,9488,TCyH (Docetaxel),Regimen,Regimen,42542268,9391,ERBB2 Breast cancer,Condition,Condition
35804309,9569,ACH,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
35804309,9569,ACH,Regimen,Regimen,42542268,9391,ERBB2 Breast cancer,Condition,Condition
35804310,9570,"Capecitabine, Bevacizumab, Trastuzumab",Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
35804310,9570,"Capecitabine, Bevacizumab, Trastuzumab",Regimen,Regimen,42542268,9391,ERBB2 Breast cancer,Condition,Condition
35804311,9577,Capecitabine and Lapatinib,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
35804311,9577,Capecitabine and Lapatinib,Regimen,Regimen,42542268,9391,ERBB2 Breast cancer,Condition,Condition
35804312,9584,Capecitabine and Trastuzumab (XH),Regimen,Regimen,905713,60431,ER|ERBB2 Breast cancer,Condition,Condition
35804312,9584,Capecitabine and Trastuzumab (XH),Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
35804312,9584,Capecitabine and Trastuzumab (XH),Regimen,Regimen,42542268,9391,ERBB2 Breast cancer,Condition,Condition
35804313,9585,Pertuzumab and T-DM1,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
35804313,9585,Pertuzumab and T-DM1,Regimen,Regimen,42542268,9391,ERBB2 Breast cancer,Condition,Condition
35804314,9691,Pertuzumab and Trastuzumab,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
35804314,9691,Pertuzumab and Trastuzumab,Regimen,Regimen,42542268,9391,ERBB2 Breast cancer,Condition,Condition
35804314,9691,Pertuzumab and Trastuzumab,Regimen,Regimen,42542275,17430,Malignant solid neoplasm ERBB2-mutated,Condition,Condition
35804314,9691,Pertuzumab and Trastuzumab,Regimen,Regimen,42542324,46096,Colorectal cancer,Condition,Condition
35804314,9691,Pertuzumab and Trastuzumab,Regimen,Regimen,42542429,53910,ERBB2 Colorectal cancer,Condition,Condition
35804315,9692,TPC,Regimen,Regimen,42542208,639,Nasopharyngeal carcinoma,Condition,Condition
35804316,9724,Capecitabine and Neratinib,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
35804316,9724,Capecitabine and Neratinib,Regimen,Regimen,42542268,9391,ERBB2 Breast cancer,Condition,Condition
35804317,9731,XHP,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
35804317,9731,XHP,Regimen,Regimen,42542268,9391,ERBB2 Breast cancer,Condition,Condition
35804318,9810,Carboplatin and nab-Paclitaxel,Regimen,Regimen,912088,25309,Non-small cell lung cancer nonsquamous,Condition,Condition
35804318,9810,Carboplatin and nab-Paclitaxel,Regimen,Regimen,912089,25316,Non-small cell lung cancer squamous,Condition,Condition
35804318,9810,Carboplatin and nab-Paclitaxel,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
35804318,9810,Carboplatin and nab-Paclitaxel,Regimen,Regimen,42542199,629,Melanoma,Condition,Condition
35804318,9810,Carboplatin and nab-Paclitaxel,Regimen,Regimen,42542211,642,Non-small cell lung cancer,Condition,Condition
35804318,9810,Carboplatin and nab-Paclitaxel,Regimen,Regimen,42542269,9786,TNBC Breast cancer,Condition,Condition
35804319,9837,Bevacizumab-containing therapy,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
35804319,9837,Bevacizumab-containing therapy,Regimen,Regimen,42542269,9786,TNBC Breast cancer,Condition,Condition
35804320,9900,nab-Paclitaxel monotherapy,Regimen,Regimen,37558276,126044,Urothelial carcinoma,Condition,Condition
35804320,9900,nab-Paclitaxel monotherapy,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
35804320,9900,nab-Paclitaxel monotherapy,Regimen,Regimen,42542171,601,Gastric cancer,Condition,Condition
35804320,9900,nab-Paclitaxel monotherapy,Regimen,Regimen,42542199,629,Melanoma,Condition,Condition
35804320,9900,nab-Paclitaxel monotherapy,Regimen,Regimen,42542211,642,Non-small cell lung cancer,Condition,Condition
35804320,9900,nab-Paclitaxel monotherapy,Regimen,Regimen,42542214,645,Ovarian cancer,Condition,Condition
35804320,9900,nab-Paclitaxel monotherapy,Regimen,Regimen,42542217,648,Pancreatic cancer,Condition,Condition
35804320,9900,nab-Paclitaxel monotherapy,Regimen,Regimen,42542269,9786,TNBC Breast cancer,Condition,Condition
35804321,9908,nab-Paclitaxel and Atezolizumab,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
35804321,9908,nab-Paclitaxel and Atezolizumab,Regimen,Regimen,42542269,9786,TNBC Breast cancer,Condition,Condition
35804322,9909,Enzalutamide monotherapy,Regimen,Regimen,905654,32699,BRCA Prostate cancer,Condition,Condition
35804322,9909,Enzalutamide monotherapy,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
35804322,9909,Enzalutamide monotherapy,Regimen,Regimen,42542227,658,Prostate cancer,Condition,Condition
35804322,9909,Enzalutamide monotherapy,Regimen,Regimen,42542269,9786,TNBC Breast cancer,Condition,Condition
35804323,9916,CVAP,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
35804324,9935,ACT,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
35804324,9935,ACT,Regimen,Regimen,42542266,8281,ER Breast cancer,Condition,Condition
35804325,9942,CAMFP,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
35804327,9950,CEF/CMF,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
35804328,9957,CFP,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
35804330,9977,CMFL,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
35804331,9985,CMFP,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
35804334,10012,CMFPT,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
35804335,10025,CMFVP,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
35804336,10073,CPB,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
35804338,10094,ECT,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
35804339,10095,FAC and BCG,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
35804340,10102,FNC,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
35804341,10115,Levamisole monotherapy,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
35804345,10188,PAF,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
35804346,10195,PF,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
35804347,10224,PFT,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
35804347,10224,PFT,Regimen,Regimen,42542266,8281,ER Breast cancer,Condition,Condition
35804348,10225,PT,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
35804348,10225,PT,Regimen,Regimen,42542266,8281,ER Breast cancer,Condition,Condition
35804349,10226,TMF,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
35804350,10233,Aminoglutethimide monotherapy,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
35804350,10233,Aminoglutethimide monotherapy,Regimen,Regimen,42542266,8281,ER Breast cancer,Condition,Condition
35804351,10271,CAMF,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
35804352,10284,CAF and MPA,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
35804352,10284,CAF and MPA,Regimen,Regimen,42542266,8281,ER Breast cancer,Condition,Condition
35804353,10303,Chlorambucil and Prednisolone,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
35804355,10335,CMFV,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
35804356,10354,DES monotherapy,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
35804356,10354,DES monotherapy,Regimen,Regimen,42542227,658,Prostate cancer,Condition,Condition
35804356,10354,DES monotherapy,Regimen,Regimen,42542266,8281,ER Breast cancer,Condition,Condition
35804357,10379,Estradiol monotherapy,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
35804357,10379,Estradiol monotherapy,Regimen,Regimen,42542266,8281,ER Breast cancer,Condition,Condition
35804358,10386,Fluoxymesterone monotherapy,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
35804358,10386,Fluoxymesterone monotherapy,Regimen,Regimen,42542266,8281,ER Breast cancer,Condition,Condition
35804359,10393,Formestane monotherapy,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
35804359,10393,Formestane monotherapy,Regimen,Regimen,42542266,8281,ER Breast cancer,Condition,Condition
35804360,10406,Medroxyprogesterone acetate monotherapy,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
35804360,10406,Medroxyprogesterone acetate monotherapy,Regimen,Regimen,42542163,593,Endometrial cancer,Condition,Condition
35804360,10406,Medroxyprogesterone acetate monotherapy,Regimen,Regimen,42542229,660,Renal cell carcinoma,Condition,Condition
35804360,10406,Medroxyprogesterone acetate monotherapy,Regimen,Regimen,42542266,8281,ER Breast cancer,Condition,Condition
35804361,10444,Megestrol monotherapy,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
35804361,10444,Megestrol monotherapy,Regimen,Regimen,42542163,593,Endometrial cancer,Condition,Condition
35804361,10444,Megestrol monotherapy,Regimen,Regimen,42542229,660,Renal cell carcinoma,Condition,Condition
35804361,10444,Megestrol monotherapy,Regimen,Regimen,42542266,8281,ER Breast cancer,Condition,Condition
35804362,10488,Methotrexate and Thiotepa,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
35804363,10496,Mitoxantrone monotherapy,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
35804363,10496,Mitoxantrone monotherapy,Regimen,Regimen,42542162,589,Diffuse large B-cell lymphoma,Condition,Condition
35804364,10503,TAD (Tamoxifen),Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
35804364,10503,TAD (Tamoxifen),Regimen,Regimen,42542266,8281,ER Breast cancer,Condition,Condition
35804366,10529,VAP,Regimen,Regimen,42542145,572,Breast cancer,Condition,Condition
35804370,10541,COPADM,Regimen,Regimen,1525161,69527,Non-Hodgkin lymphoma pediatric,Condition,Condition
35804370,10541,COPADM,Regimen,Regimen,42542146,573,Burkitt lymphoma,Condition,Condition
35804371,10542,R-COPADM,Regimen,Regimen,1525161,69527,Non-Hodgkin lymphoma pediatric,Condition,Condition
35804371,10542,R-COPADM,Regimen,Regimen,42542146,573,Burkitt lymphoma,Condition,Condition
35804372,10587,BASIC,Regimen,Regimen,42542146,573,Burkitt lymphoma,Condition,Condition
35804373,10594,CALGB 10-002 regimen,Regimen,Regimen,42542146,573,Burkitt lymphoma,Condition,Condition
35804374,10595,CODOX-M,Regimen,Regimen,42542146,573,Burkitt lymphoma,Condition,Condition
35804374,10595,CODOX-M,Regimen,Regimen,42542176,606,HIV-associated lymphoma,Condition,Condition
35804375,10608,CODOX-M/IVAC,Regimen,Regimen,42542146,573,Burkitt lymphoma,Condition,Condition
35804375,10608,CODOX-M/IVAC,Regimen,Regimen,42542176,606,HIV-associated lymphoma,Condition,Condition
35804376,10623,COPAD,Regimen,Regimen,42542146,573,Burkitt lymphoma,Condition,Condition
35804377,10624,Cytarabine and Methotrexate (CYM),Regimen,Regimen,42542146,573,Burkitt lymphoma,Condition,Condition
35804377,10624,Cytarabine and Methotrexate (CYM),Regimen,Regimen,42542149,576,CNS lymphoma,Condition,Condition
35804377,10624,Cytarabine and Methotrexate (CYM),Regimen,Regimen,42542162,589,Diffuse large B-cell lymphoma,Condition,Condition
35804377,10624,Cytarabine and Methotrexate (CYM),Regimen,Regimen,42542190,620,Langerhans cell histiocytosis,Condition,Condition
35804378,10625,DA-R-EPOCH,Regimen,Regimen,42542146,573,Burkitt lymphoma,Condition,Condition
